VENDOR_CODE,VENDOR_NAME,P.O.#,SKU #,LINE#,DESCRIPTION,ORDERED_QTY,SHIPPED_QTY,CARTON_COUNT,MASTER_PACK,ORDERED_CBM,SHIPPED_CBM,SHIPPED_KGS,EXP_SAIL_DATE  ,CARGO_RECV_DATE,DEPT#,POL,POL_ATD,POD,POD_ETA,POA,POA_ETA,DC_NO,CARRIER,VESSEL,VOYAGE,CONTAINER,CONTAINER_SIZE,CONTAINER_TYPE,CONTAINER_SEAL,LOAD_DELV_TYPE,BL#,eASN_CREATED_BY,INCO_TERMS
41198,ASIAN AMERICAN PARTNERS,4175219,109210239,1,MAG W FALCON LAKE CONVERTIBLE PANT BEIGE,48,48,2,24,,0.13,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210247,2,MAG W FALCON LAKE CONVERTIBLE PANT BEIGE,120,120,5,24,,0.33,58.89,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210263,3,MAG W FALCON LAKE CONVERTIBLE PANT BEIGE,168,168,7,24,,0.46,82.45,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210280,4,MAG W FALCON LAKE CONVERTIBLE PANT BEIGE,144,144,6,24,,0.39,70.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210301,5,MAG W FALCON LAKE CONVERTIBLE PANT BEIGE,96,96,4,24,,0.26,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210335,6,MAG W FALCON LAKE CONVERTIBLE PANT BEIGE,48,48,2,24,,0.13,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210343,7,MAG W FALCON LAKE CONVERTIBLE PANT GREY,48,48,2,24,,0.13,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210351,8,MAG W FALCON LAKE CONVERTIBLE PANT GREY,120,120,5,24,,0.33,58.89,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210360,9,MAG W FALCON LAKE CONVERTIBLE PANT GREY,168,168,7,24,,0.46,82.45,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210378,10,MAG W FALCON LAKE CONVERTIBLE PANT GREY,144,144,6,24,,0.39,70.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210386,11,MAG W FALCON LAKE CONVERTIBLE PANT GREY,96,96,4,24,,0.26,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,109210394,12,MAG W FALCON LAKE CONVERTIBLE PANT GREY,72,72,3,24,,0.20,35.34,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667001,13,MAG W FALCON LAKE CONVERTIBLE PANT BLACK,48,48,2,24,,0.13,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667019,14,MAG W FALCON LAKE CONVERTIBLE PANT BLACK,96,96,4,24,,0.26,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667027,15,MAG W FALCON LAKE CONVERTIBLE PANT BLACK,168,168,7,24,,0.46,82.45,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667035,16,MAG W FALCON LAKE CONVERTIBLE PANT BLACK,168,168,7,24,,0.46,82.45,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667043,17,MAG W FALCON LAKE CONVERTIBLE PANT BLACK,96,96,4,24,,0.26,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667051,18,MAG W FALCON LAKE CONVERTIBLE PANT BLACK,72,72,3,24,,0.20,35.34,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667078,19,MAG W FALCON LAKE CONVERTIBLE PANT BROWN,144,144,6,24,,0.39,70.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667086,20,MAG W FALCON LAKE CONVERTIBLE PANT BROWN,264,264,11,24,,0.72,129.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667094,21,MAG W FALCON LAKE CONVERTIBLE PANT BROWN,240,240,10,24,,0.65,117.79,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667107,22,MAG W FALCON LAKE CONVERTIBLE PANT BROWN,168,168,7,24,,0.46,82.45,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,111667115,23,MAG W FALCON LAKE CONVERTIBLE PANT BROWN,96,96,4,24,,0.26,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4175219,113420829,24,MAG W FALCON LAKE CONVERTIBLE PANT BROWN,72,72,3,24,,0.20,35.34,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157698,1,MAG B ZIP OFF PANT BEIGE MEDIUM 01 X SMA,216,216,6,36,,0.59,70.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157701,2,MAG B ZIP OFF PANT BEIGE MEDIUM 01 SMALL,288,288,8,36,,0.78,94.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157719,3,MAG B ZIP OFF PANT BEIGE MEDIUM 01 MEDIU,396,396,11,36,,1.08,129.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157727,4,MAG B ZIP OFF PANT BEIGE MEDIUM 01 LARGE,432,432,12,36,,1.18,141.34,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157735,5,MAG B ZIP OFF PANT BEIGE MEDIUM 01 X LAR,288,288,8,36,,0.78,94.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157743,6,MAG B ZIP OFF PANT GREY MEDIUM 01 X SMAL,72,72,2,36,,0.20,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157751,7,MAG B ZIP OFF PANT GREY MEDIUM 01 SMALL,72,72,2,36,,0.20,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157760,8,MAG B ZIP OFF PANT GREY MEDIUM 01 MEDIUM,108,108,3,36,,0.29,35.34,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157778,9,MAG B ZIP OFF PANT GREY MEDIUM 01 LARGE,108,108,3,36,,0.29,35.34,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157786,10,MAG B ZIP OFF PANT GREY MEDIUM 01 X LARG,72,72,2,36,,0.20,23.56,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157794,11,MAG B ZIP OFF PANT GREEN DARK 04 X SMALL,144,144,4,36,,0.39,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157807,12,MAG B ZIP OFF PANT GREEN DARK 04 SMALL,180,180,5,36,,0.49,58.89,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157815,13,MAG B ZIP OFF PANT GREEN DARK 04 MEDIUM,288,288,8,36,,0.78,94.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157831,14,MAG B ZIP OFF PANT GREEN DARK 04 LARGE,288,288,8,36,,0.78,94.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4185192,114157840,15,MAG B ZIP OFF PANT GREEN DARK 04 X LARGE,216,216,6,36,,0.59,70.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107955122,1,MAG M BACKCOUNTRY ZIPOFF PANT BEIGE MEDI,192,192,8,24,,0.63,94.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107955131,2,MAG M BACKCOUNTRY ZIPOFF PANT BEIGE MEDI,96,96,4,24,,0.32,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107955149,3,MAG M BACKCOUNTRY ZIPOFF PANT GREY MEDIU,192,192,8,24,,0.63,94.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107955157,4,MAG M BACKCOUNTRY ZIPOFF PANT GREY MEDIU,96,96,4,24,,0.32,47.11,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970699,5,MAG M BACKCOUNTRY ZIPOFF PANT BEIGE MEDI,120,120,5,24,,0.39,58.89,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970710,6,MAG M BACKCOUNTRY ZIPOFF PANT BEIGE MEDI,312,312,13,24,,1.03,153.12,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970728,7,MAG M BACKCOUNTRY ZIPOFF PANT BEIGE MEDI,432,432,18,24,,1.42,212.01,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970736,8,MAG M BACKCOUNTRY ZIPOFF PANT BEIGE MEDI,336,336,14,24,,1.11,164.90,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970744,9,MAG M BACKCOUNTRY ZIPOFF PANT GREY MEDIU,144,144,6,24,,0.47,70.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970752,10,MAG M BACKCOUNTRY ZIPOFF PANT GREY MEDIU,336,336,14,24,,1.11,164.90,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970779,11,MAG M BACKCOUNTRY ZIPOFF PANT GREY MEDIU,456,456,19,24,,1.50,223.79,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4212310,107970787,12,MAG M BACKCOUNTRY ZIPOFF PANT GREY MEDIU,360,360,15,24,,1.18,176.68,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056449516,,
41198,ASIAN AMERICAN PARTNERS,4450045,116080962,1,MAG M LAGUNA MADRE S S POLO BLUE SMALL,1872,1800,75,24,,2.80,598.15,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116080971,2,MAG M LAGUNA MADRE S S POLO BLUE MEDIUM,3912,3768,157,24,,5.86,1252.13,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116080989,3,MAG M LAGUNA MADRE S S POLO BLUE LARGE,3840,3792,158,24,,5.89,1260.10,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116080997,4,MAG M LAGUNA MADRE S S POLO BLUE X LARGE,2856,2784,116,24,,4.33,925.14,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116081009,5,MAG M LAGUNA MADRE S S POLO BLUE XX LARG,1512,1488,62,24,,2.31,494.47,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116081017,6,MAG M LAGUNA MADRE S S POLO BLUE XXX LAR,624,600,25,24,,0.93,199.38,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116081332,7,MAG M LAGUNA MADRE S S POLO BLUE XXXX LA,216,192,8,24,,0.30,63.80,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116081341,8,MAG M LAGUNA MADRE S S POLO BLUE XXXXX L,120,96,4,24,,0.15,31.90,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450045,116081359,9,MAG M LAGUNA MADRE S S POLO BLUE XXXXXX,72,72,3,24,,0.11,23.93,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081033,1,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,936,936,39,24,,1.45,311.04,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081041,2,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,1944,1944,81,24,,3.02,646.00,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081050,3,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,1920,1920,80,24,,2.98,638.02,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081068,4,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,1416,1416,59,24,,2.20,470.54,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081076,5,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,744,744,31,24,,1.16,247.23,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081084,6,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,312,312,13,24,,0.48,103.68,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081367,7,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,120,120,5,24,,0.19,39.88,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081375,8,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,72,72,3,24,,0.11,23.93,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450046,116081383,9,MAG M COOLCORE L S 1 4 ZIP REVERSIBLE BL,48,48,2,24,,0.07,15.95,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450047,116081851,1,MAG W LAGUNA MADRE S S POLO BLUE X SMALL,648,612,17,36,,0.88,135.58,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450047,116081869,2,MAG W LAGUNA MADRE S S POLO BLUE SMALL,2052,2016,56,36,,2.90,446.62,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450047,116081877,3,MAG W LAGUNA MADRE S S POLO BLUE MEDIUM,2412,2376,66,36,,3.42,526.37,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450047,116081885,4,MAG W LAGUNA MADRE S S POLO BLUE LARGE,1944,1944,54,36,,2.80,430.67,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
